url;surface;price;firstPubDate;isPro;travelTime;energyGrade;gesGrade
https://www.leboncoin.fr/ventes_immobilieres/1533631527.htm/;37.0;119000.0;Mon Dec 03 09:55:06 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1533526168.htm/;58.0;146000.0;Sun Dec 02 22:13:40 CET 2018;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1532645723.htm/;400.0;695000.0;Sat Dec 01 15:17:57 CET 2018;false;0.0;C;C
https://www.leboncoin.fr/ventes_immobilieres/1532301076.htm/;83.0;299000.0;Fri Nov 30 21:40:17 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1499820509.htm/;41.0;105000.0;Thu Nov 29 19:28:23 CET 2018;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1531573822.htm/;86.0;218000.0;Thu Nov 29 13:24:07 CET 2018;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1530851784.htm/;70.0;172000.0;Tue Nov 27 22:49:16 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1498132642.htm/;41.0;147000.0;Tue Nov 27 22:28:30 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1530725038.htm/;78.0;155000.0;Tue Nov 27 18:18:56 CET 2018;false;0.0;D;C
https://www.leboncoin.fr/ventes_immobilieres/1469072125.htm/;76.0;150000.0;Tue Nov 27 16:44:01 CET 2018;false;0.0;D;C
https://www.leboncoin.fr/ventes_immobilieres/1526826539.htm/;100.0;285000.0;Tue Nov 20 15:02:54 CET 2018;false;0.0;D;C
https://www.leboncoin.fr/ventes_immobilieres/1527559094.htm/;37.0;125000.0;Wed Nov 21 21:21:41 CET 2018;false;0.0;C;C
https://www.leboncoin.fr/ventes_immobilieres/1527305090.htm/;45.0;98000.0;Wed Nov 21 14:02:23 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1527280599.htm/;76.0;180000.0;Wed Nov 21 13:12:38 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1527073765.htm/;60.0;185000.0;Tue Nov 20 22:54:03 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1526180862.htm/;62.0;250000.0;Mon Nov 19 10:52:58 CET 2018;false;0.0;C;N
https://www.leboncoin.fr/ventes_immobilieres/1525442309.htm/;64.0;166000.0;Sun Nov 18 08:35:55 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1524040682.htm/;48.0;135000.0;Thu Nov 15 13:12:50 CET 2018;false;0.0;N;N
